Ticker,Ann. Return,Ann. Volatility,Sharpe Ratio,Max Drawdown,Skewness,Kurtosis,VaR (95%),CVaR (95%)
AAPL,0.2807289042291798,0.3051368989090105,0.8544653405123815,-0.385159208781773,-0.0157879309382947,4.996246455633262,-0.029750468753639563,-0.04365876775460378
AMZN,0.22445345086004512,0.34219150549467026,0.597482542895062,-0.5614526325328254,0.032695698642296524,3.9569158960504294,-0.03300902885328836,-0.049014447765426544
GOOGL,0.2034323660631407,0.3081656016824918,0.5952395889147102,-0.44320041632682994,-0.09042935250167544,3.8228381106973814,-0.03013677958556744,-0.045253974236403836
META,0.2540326003518017,0.4166838324538636,0.561655101839629,-0.7673609247489419,-0.43776147438233354,18.805332652328953,-0.03798226451096182,-0.05868325957869835
MSFT,0.2630314971143913,0.28807235382465496,0.843647416656722,-0.3714849442464504,-0.029130462055104875,6.729738645650267,-0.02839711220837524,-0.040926025418393415
